"id","y","fold","va_intact","va_moderate","va_severe"
13,0,3,0.861365993017306,0.108211412502753,0.0304225944799407
16,0,0,0.836760925449871,0.123393316195373,0.0398457583547558
24,0,0,0.846404616376673,0.113976444133355,0.0396189394899719
25,0,1,0.85981308411215,0.11214953271028,0.0280373831775701
27,0,2,0.538824083100817,0.392282608976729,0.0688933079224537
30,0,3,0.923630080631891,0.052624650320882,0.0237452690472273
36,1,1,0.635300629230633,0.265924714634568,0.0987746561347981
37,0,0,0.710630548600045,0.21925791031186,0.0701115410880947
42,1,3,0.741790041397298,0.199829154009068,0.0583808045936342
44,0,3,0.886456347288748,0.0875822481142263,0.0259614045970252
52,0,4,0.663815544812198,0.26031982149498,0.0758646336928226
57,1,1,0.646332531129015,0.145652401381187,0.208015067489798
59,0,4,0.704873558763686,0.169169654103285,0.12595678713303
70,0,2,0.770739056502401,0.0968339601530954,0.132426983344503
72,0,1,0.786393593500407,0.157524851280207,0.0560815552193859
90,0,4,0.649601004214113,0.27615888101856,0.0742401147673272
91,2,0,0.578675915565947,0.200281675037743,0.22104240939631
98,0,1,0.592998585572843,0.207802923149458,0.199198491277699
101,0,4,0.5468527485047,0.216177727143264,0.236969524352036
108,0,2,0.589830508474576,0.154479418886199,0.255690072639225
111,0,4,0.793889089622954,0.180411295616816,0.0256996147602302
118,0,3,0.886261089283483,0.0862152744033653,0.0275236363131516
122,0,4,0.935960591133005,0.0523399014778325,0.0116995073891626
123,1,3,0.849193732762935,0.107501611710596,0.0433046555264681
124,0,3,0.782561974968189,0.174490170094258,0.0429478549375524
126,0,1,0.751302184420817,0.156139170721572,0.0925586448576112
127,0,2,0.816675790647334,0.128145889939681,0.0551783194129848
129,0,3,0.802090854450627,0.153889524400411,0.0440196211489618
136,0,1,0.744482971662101,0.152916103334352,0.102600925003547
137,0,3,0.802090854450627,0.153889524400411,0.0440196211489618
138,0,4,0.802190597400594,0.175633460603957,0.0221759419954491
139,0,2,0.916602016174517,0.058742549846105,0.0246554339793778
140,0,2,0.608784473953013,0.152196118488253,0.239019407558733
143,0,1,0.856663104869485,0.111738665852542,0.0315982292779728
144,0,4,0.937115418250044,0.0523110680043884,0.0105735137455679
155,1,3,0.749267188012572,0.201843405750325,0.048889406237103
162,0,2,0.864470433535225,0.101360774625438,0.034168791839337
165,0,2,0.87414137537504,0.0983179385702962,0.0275406860546641
170,0,4,0.830370571713328,0.154708707076198,0.0149207212104739
174,0,1,0.665794351760986,0.140660778541053,0.193544869697961
176,0,1,0.859458716856711,0.112103310894354,0.0284379722489353
177,0,4,0.762499692360013,0.221456043279912,0.0160442643600753
181,0,4,0.636597606485652,0.249646120190452,0.113756273323897
184,0,0,0.885533534325112,0.0901497553501705,0.024316710324717
187,0,2,0.926811841819142,0.0501693019788139,0.023018856202044
192,0,0,0.937340804890474,0.0417727967396842,0.0208863983698421
199,0,0,0.875808183500491,0.0904708597016289,0.0337209567978799
200,0,0,0.775535326703165,0.17245456606952,0.0520101072273154
203,0,3,0.881344204097596,0.0916092541893559,0.0270465417130479
212,0,3,0.849193732762935,0.107501611710596,0.0433046555264681
218,0,3,0.847368825219599,0.107567905156859,0.045063269623542
221,0,4,0.725126176389714,0.165328768216855,0.109545055393431
225,0,2,0.685500747832636,0.234291389198506,0.0802078629688581
227,0,3,0.87541944976659,0.0983179667404122,0.0262625834929977
229,0,3,0.549490420836126,0.26997296110559,0.180536618058284
240,1,1,0.280774550484094,0.467496542185339,0.251728907330567
244,1,3,0.0545529122231337,0.692165709598031,0.253281378178835
245,1,1,0.0191995638232965,0.702218529721029,0.278581906455675
247,1,0,0.0382256984447954,0.714754654541045,0.24701964701416
254,2,3,0.0554032090018754,0.621297294079124,0.323299496919001
255,1,1,0.0222309110867309,0.917472255826521,0.0602968330867481
256,1,4,0.0201646764303558,0.710096246102711,0.269739077466934
257,1,4,0.0207435125681282,0.51720491336533,0.462051574066542
263,1,2,0.22043147242764,0.544686168368698,0.234882359203662
264,1,0,0.0504543672644704,0.536135160962275,0.413410471773254
275,1,1,0.15880509580792,0.640333214430282,0.200861689761798
276,1,0,0.0143481839597441,0.732499529393143,0.253152286647113
277,1,2,0.469664437453073,0.451793705607984,0.078541856938943
279,1,2,0.405568343746575,0.548869158537031,0.0455624977163945
285,1,2,0.233905468798583,0.481375115732796,0.28471941546862
290,1,3,0.0176133434729573,0.671562948180737,0.310823708346306
294,1,1,0.0384275887662191,0.528467482206995,0.433104929026786
296,1,4,0.0217807074552038,0.493064710797512,0.485154581747284
297,1,3,0.0184566444987671,0.786835897052701,0.194707458448532
298,1,3,0.130455637959145,0.580269849815843,0.289274512225012
300,1,0,0.217279943504743,0.725515213656642,0.0572048428386151
303,0,4,0.300184842883549,0.603327171903882,0.0964879852125693
306,1,3,0.0216017153748968,0.694319390013413,0.28407889461169
